Area Type,Area Name,Year,Month,Industry Title,Industry Current Employment,Regional Labor Force,Regional Employment,Regional Unemployment,Regional Unemployment Rate
State,California,2021,March,Textile Product Mills,8000,18856700,17254500,1602200,8.5
State,California,2021,March,ResidualTextile Mills,5000,18856700,17254500,1602200,8.5
State,California,2021,March, Animal Slaughtering and Processing,21600,18856700,17254500,1602200,8.5
State,California,2021,March,Dairy Product Manufacturing,17500,18856700,17254500,1602200,8.5
State,California,2021,March, Food Manufacturing,152300,18856700,17254500,1602200,8.5
State,California,2021,March, Non-Durable Goods,443400,18856700,17254500,1602200,8.5
State,California,2021,March,Other Miscellaneous Durable Goods Mfg.,28400,18856700,17254500,1602200,8.5
State,California,2021,March,Miscellaneous Durable Goods Manufacturing,84500,18856700,17254500,1602200,8.5
State,California,2021,March, County Government,353200,18856700,17254500,1602200,8.5
State,California,2021,March, Local Government Excluding Educational Services,786600,18856700,17254500,1602200,8.5
State,California,2021,March, State Government Excluding Education,281700,18856700,17254500,1602200,8.5
State,California,2021,March,Department of Defense,65000,18856700,17254500,1602200,8.5
State,California,2021,March,Government,2454500,18856700,17254500,1602200,8.5
State,California,2021,March,Motor Vehicle Mfg.,26100,18856700,17254500,1602200,8.5
State,California,2021,March,Transportation Equipment Manufacturing,135300,18856700,17254500,1602200,8.5
State,California,2021,March,Bare Printed Circuit Board Manufacturing,7600,18856700,17254500,1602200,8.5
State,California,2021,March,Telecommunications,60100,18856700,17254500,1602200,8.5
State,California,2021,March, Broadcasting and Content Providers,85200,18856700,17254500,1602200,8.5
State,California,2021,March, Professional and Business Services,2655200,18856700,17254500,1602200,8.5
State,California,2021,March, Real Estate and Rental and Leasing,278700,18856700,17254500,1602200,8.5
State,California,2021,March," Web Search Portals, Libraries, Archives, and Other ",74500,18856700,17254500,1602200,8.5
State,California,2021,March,"Data Processing, Hosting & Related Services",63100,18856700,17254500,1602200,8.5
State,California,2021,March, Special Districts plus Tribes,126000,18856700,17254500,1602200,8.5
State,California,2021,March,State Government,533800,18856700,17254500,1602200,8.5
State,California,2021,March,Federal Government,250300,18856700,17254500,1602200,8.5
State,California,2021,March, Auto Equipment Rental and Leasing,19100,18856700,17254500,1602200,8.5
State,California,2021,March, Insurance Carriers and Related Activities,198500,18856700,17254500,1602200,8.5
State,California,2021,March,Securities & Commodity Contracts,30500,18856700,17254500,1602200,8.5
State,California,2021,March, Financial Investments and Related Activities including Financial Vehicles,95300,18856700,17254500,1602200,8.5
State,California,2021,March,Activities Related to Credit Intermediat,43600,18856700,17254500,1602200,8.5
State,California,2021,March,Activities Related to Real Estate,110900,18856700,17254500,1602200,8.5
State,California,2021,March, Offices of Real Estate Agents and Brokers,54800,18856700,17254500,1602200,8.5
State,California,2021,March," Agencies, Broker and Other Insurance Related Activities",118000,18856700,17254500,1602200,8.5
State,California,2021,March,Insurance Carriers,80500,18856700,17254500,1602200,8.5
State,California,2021,March," Architectural, Engineering, and Related Services",183200,18856700,17254500,1602200,8.5
State,California,2021,March,"Accounting, Tax Preparation and Bookkeep",134500,18856700,17254500,1602200,8.5
State,California,2021,March," Professional, Scientific, and Technical Services",1315400,18856700,17254500,1602200,8.5
State,California,2021,March,Legal Services,140300,18856700,17254500,1602200,8.5
State,California,2021,March,Consumer Goods Rental,10000,18856700,17254500,1602200,8.5
State,California,2021,March,Comm & Industrial Mach Rental & Leasing,18600,18856700,17254500,1602200,8.5
State,California,2021,March,General Rental Centers,2300,18856700,17254500,1602200,8.5
State,California,2021,March,Real Estate,226900,18856700,17254500,1602200,8.5
State,California,2021,March,Nondepository Credit Intermediation,64100,18856700,17254500,1602200,8.5
State,California,2021,March, Computer Systems Design and Related Services,333300,18856700,17254500,1602200,8.5
State,California,2021,March,"Management, Scientific and Technical Con",204100,18856700,17254500,1602200,8.5
State,California,2021,March,Specialized Design Services,22800,18856700,17254500,1602200,8.5
State,California,2021,March, Rental and Leasing Services,50000,18856700,17254500,1602200,8.5
State,California,2021,March,Metalworking Machinery Mfg.,11000,18856700,17254500,1602200,8.5
State,California,2021,March, Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,243200,18856700,17254500,1602200,8.5
State,California,2021,March, Finance and Insurance,537000,18856700,17254500,1602200,8.5
State,California,2021,March, City Government,250500,18856700,17254500,1602200,8.5
State,California,2021,March, Local Government Educational Services,883800,18856700,17254500,1602200,8.5
State,California,2021,March, State Government Educational Services,252100,18856700,17254500,1602200,8.5
State,California,2021,March,"Bus,Labor, Political & Other like Org.",36500,18856700,17254500,1602200,8.5
State,California,2021,March,Electronic Instrument Manufacturing,91100,18856700,17254500,1602200,8.5
State,California,2021,March, Household and Institutional Furniture and Kitchen Cabinet Manufacturing,18100,18856700,17254500,1602200,8.5
State,California,2021,March, Aerospace Product and Parts Manufacturing,76900,18856700,17254500,1602200,8.5
State,California,2021,March,Civic & Social Organizations,23700,18856700,17254500,1602200,8.5
State,California,2021,March, Beverage and Tobacco Product Manufacturing,59000,18856700,17254500,1602200,8.5
State,California,2021,March,Other Food Mfg.,34600,18856700,17254500,1602200,8.5
State,California,2021,March, Bakeries and Tortilla Manufacturing,37700,18856700,17254500,1602200,8.5
State,California,2021,March,Semiconductor and Related Devices Manufa,42200,18856700,17254500,1602200,8.5
State,California,2021,March, Computer and Electronic Product Manufacturing,279000,18856700,17254500,1602200,8.5
State,California,2021,March, Furniture and Related Product Manufacturing,30500,18856700,17254500,1602200,8.5
State,California,2021,March,Electrical Equipment and Appliance Manuf,28300,18856700,17254500,1602200,8.5
State,California,2021,March,Total Private,13835400,18856700,17254500,1602200,8.5
State,California,2021,March,Nonresidential Building Construction,78100,18856700,17254500,1602200,8.5
State,California,2021,March,Logging,1600,18856700,17254500,1602200,8.5
State,California,2021,March,Machine Shops & Threaded Product Mfg.,38400,18856700,17254500,1602200,8.5
State,California,2021,March,Fabricated Metal Product Mfg,118600,18856700,17254500,1602200,8.5
State,California,2021,March,Primary Metal Manufacturing,15500,18856700,17254500,1602200,8.5
State,California,2021,March,Other Wood Product Mfg.,18700,18856700,17254500,1602200,8.5
State,California,2021,March,Durable Goods,821600,18856700,17254500,1602200,8.5
State,California,2021,March,Building Finishing Contractors,137600,18856700,17254500,1602200,8.5
State,California,2021,March," Highway, Street, and Bridge Construction",26200,18856700,17254500,1602200,8.5
State,California,2021,March, Heavy and Civil Engineering Construction,90900,18856700,17254500,1602200,8.5
State,California,2021,March, Other Specialty Trade Contractors,66000,18856700,17254500,1602200,8.5
State,California,2021,March,Nonmetallic Mineral Product Mfg.,30800,18856700,17254500,1602200,8.5
State,California,2021,March,Commercial and Service Industry Manufact,9400,18856700,17254500,1602200,8.5
State,California,2021,March,Industrial Machinery Manufacturing,20600,18856700,17254500,1602200,8.5
State,California,2021,March,Machinery Manufacturing,72800,18856700,17254500,1602200,8.5
State,California,2021,March,Architectural & Structural Metals Mfg.,31000,18856700,17254500,1602200,8.5
State,California,2021,March,ResidualOther General Purpose Machinery,15000,18856700,17254500,1602200,8.5
State,California,2021,March,Lessors of Real Estate,61200,18856700,17254500,1602200,8.5
State,California,2021,March,Other Financial Investment Activities,64800,18856700,17254500,1602200,8.5
State,California,2021,March,Other Fabricated Metal Product Mfg.,16000,18856700,17254500,1602200,8.5
State,California,2021,March,Wood Product Manufacturing,26300,18856700,17254500,1602200,8.5
State,California,2021,March,Building Equipment Contractors,246300,18856700,17254500,1602200,8.5
State,California,2021,March," Foundation, Structure, and Building Exterior Contractors",128200,18856700,17254500,1602200,8.5
State,California,2021,March,Specialty Trade Contractors,578100,18856700,17254500,1602200,8.5
State,California,2021,March, Other Heavy and Civil Engineering Construction,11100,18856700,17254500,1602200,8.5
State,California,2021,March,L& Subdivision,5800,18856700,17254500,1602200,8.5
State,California,2021,March,Residential Building Construction,120200,18856700,17254500,1602200,8.5
State,California,2021,March,Construction,867300,18856700,17254500,1602200,8.5
State,California,2021,March,Mining,17000,18856700,17254500,1602200,8.5
State,California,2021,March,Goods Producing,2150900,18856700,17254500,1602200,8.5
State,California,2021,March, Mining and Logging,18600,18856700,17254500,1602200,8.5
State,California,2021,March,Support Activities for Mining,7300,18856700,17254500,1602200,8.5
State,California,2021,March," Mining, Logging and Construction",885900,18856700,17254500,1602200,8.5
State,California,2021,March,Utility System Const.,47800,18856700,17254500,1602200,8.5
State,California,2021,March,Construction of Buildings,198300,18856700,17254500,1602200,8.5
State,California,2021,March,"Mining, except Oil & Gas",5900,18856700,17254500,1602200,8.5
State,California,2021,March,Oil & Gas Extraction,3800,18856700,17254500,1602200,8.5
State,California,2021,March, Furniture and Home Furnishings Retailers,48800,18856700,17254500,1602200,8.5
State,California,2021,April," Jewelry, Luggage, and Leather Goods Retailers",12800,18811300,17258400,1553000,8.3
State,California,2021,April,Total Farm,406000,18811300,17258400,1553000,8.3
State,California,2021,April, Health and Personal Care Retailers,112500,18811300,17258400,1553000,8.3
State,California,2021,April,Total Wage and Salary,16904200,18811300,17258400,1553000,8.3
State,California,2021,April, Department Stores,93900,18811300,17258400,1553000,8.3
State,California,2021,April, Gasoline Stations and Fuel Dealers,63600,18811300,17258400,1553000,8.3
State,California,2021,April, Clothing and Clothing Accessories Retailers,105200,18811300,17258400,1553000,8.3
State,California,2021,April, Transportation and Warehousing,698200,18811300,17258400,1553000,8.3
State,California,2021,April,Support Activities for Transportation,107700,18811300,17258400,1553000,8.3
State,California,2021,April,Freight transp. Arrangement,33600,18811300,17258400,1553000,8.3
State,California,2021,April, Couriers and Messengers,135400,18811300,17258400,1553000,8.3
State,California,2021,April,Social Assistance,859400,18811300,17258400,1553000,8.3
State,California,2021,April,Vocational Rehabilitation Services,28200,18811300,17258400,1553000,8.3
State,California,2021,April," Arts, Entertainment, and Recreation",218100,18811300,17258400,1553000,8.3
State,California,2021,April," Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",151400,18811300,17258400,1553000,8.3
State,California,2021,April," Transportation, Warehousing, and Utilities",757200,18811300,17258400,1553000,8.3
